company_name,ticker,naics,gvkey
REGIONAL HEALTH PROPERTS INC,RHE,531120,166485
INDIA GLOBALIZATION CAPITAL,IGC,4233,166491
UCORE RARE METALS INC,UURAF,212291,166504
INVESCO S&P 500 PURE VLU ETF,RPV,,166532
INVESCO S&P 500 PURE GTH ETF,RPG,,166533
INVESCO S&P MIDCAP 400 ETF,RFV,,166534
INVESCO S&P MC 400 P GTH ETF,RFG,,166535
INVESCO S&P S 600 PURE V ETF,RZV,,166536
INVESCO S&P SC 600 GWTH ETF,RZG,,166537
ALPHATEC HOLDINGS INC,ATEC,339113,166555
COMMUNITIES FIRST FINANCIAL,CFST,522110,166556
COMMUNITIES FIRST FINANCIAL,CFST,522110,166556
VONAGE HOLDINGS CORP,VG,517919,166562
DELEK US HOLDINGS INC,DK,324110,166563
FIRST TR MORNINGSTAR DIV LEA,FDL,,166580
LUNA INNOVATIONS INC,LUNA,333314,166583
CLEVELAND BIOLABS INC,CBLI,325412,166591
SYNCHRONOSS TECHNOLOGIES,SNCR,519130,166593
CROMBIE REIT,CROMF,531120,166676
CROMBIE REIT,CROMF,531120,166676
BLUESTEM GROUP INC,BGRP,454110,166684
SEQUENTIAL BRANDS GROUP INC,SQBG,533110,166711
HOWARD BANCORP INC,HBMD,522110,166723
HOWARD BANCORP INC,HBMD,522110,166723
CLEAN ENERGY TECHNOLOGIES,CETY,335312,166740
SMARTMETRIC INC,SMME,334413,166743
GENERAL FINANCE CORP/DE,GFN,532490,166789
SUPREMEX INC,SUMXF,3222,166792
AMILOT CAPITAL INC,FMXVF,212221,170295
FC GLOBAL REALTY INC,FCRE,237210,170307
ELEMENT FLEET MANAGEMENT CP,ELEEF,522298,170311
ELEMENT FLEET MANAGEMENT CP,ELEEF,522298,170311
PROOFPOINT INC,PFPT,511210,170335
VANECK VECTORS BIOTECH ETF,BBH,525910,170337
VANECK VECTORS OIL SVCS ETF,OIH,525910,170339
VANECK VECTORS PHARMACTL ETF,PPH,525910,170340
VANECK VECTORS RETAIL ETF,RTH,525910,170341
VANECK VECTORS SEMICONDUCTOR,SMH,525910,170342
CLEAN COMMODITIES CORP,YWRLF,212291,170373
KINGSLAND ENERGY CORP,MLIXF,2111,170374
DIGIPATH INC,DIGP,541380,170378
GOGO INC,GOGO,517919,170384
ALTURA ENERGY INC,ATUUF,2111,170385
REAC GROUP INC,REAC,519130,170391
CUSTOMERS BANCORP INC,CUBI,522110,170396
CUSTOMERS BANCORP INC,CUBI,522110,170396
INDEPENDENCE GOLD CORP,IEGCF,212221,170401
SOLIDUSGOLD INC,SLDGF,212,170403
HOMETRUST BANCSHARES INC,HTBI,522110,170419
HOMETRUST BANCSHARES INC,HTBI,522110,170419
CANCER GENETICS INC,CGIX,621511,170420
NETWORK MEDIA GROUP INC,NMGGF,512110,170421
GIGGLES N' HUGS INC,GIGL,722511,170422
TOMAGOLD CORP,TOGOF,212221,170425
UPPERCUT BRANDS INC,UCUT,315,170430
ORAMED PHARMACEUTICALS INC,ORMP,325414,170450
PROSHRS INFLATION EXPECTATNS,RINF,525910,170463
ISHARES MSCI WORLD ETF,URTH,525910,170465
WEST END INDIANA BANCSHARES,WEIN,522120,170472
WEST END INDIANA BANCSHARES,WEIN,522120,170472
INVESCO S&P E M LW VOLT ETF,EELV,525910,170473
INVESCO S&P INTL DEV LW VOLT,IDLV,525910,170474
ISHARES MSCI NORWAY ETF,ENOR,525910,170475
ALTAN RIO MINERALS LTD,ATANF,212221,170495
RADIUS HEALTH INC,RDUS,325414,170520
POST HOLDINGS INC,POST,311999,170527
GESPEG RESOURCES LTD,GCR.,212,170529
BARFRESH FOOD GROUP INC,BRFH,312111,170535
GASLOG LTD,GLOG,483111,170555
PERSHIMEX RESOURCES CORP,PRO.,212,170573
INVESCO S&P 500 LOW VLT IDX,ULV.F,525910,170574
DOUBLELINE OPPORTUNISTIC FD,DBL,525910,170589
MCIG INC,MCIG,236220,170592
SPLUNK INC,SPLK,511210,170616
FACEBOOK INC,FB,519130,170617
ISHARES MSCI GBL AGRI PRDCRS,VEGI,525910,170621
ISHARES MSCI GBL ENERGY PROD,FILL,525910,170622
ISHARES MSCI GBL METLS & MNG,PICK,525910,170623
ISHARES MSCI GBL GOLD MINERS,RING,525910,170624
ISHARES MSCI GBL SILVER MNRS,SLVP,525910,170625
MIDSTATES PETROLEUM CO INC,MPO,211120,170627
FORESIGHT ENERGY LP,FELP,212112,170639
CI FIRST ASSET MORNINGST CD,DXM.,,170651
CI FIRST ASSET MRNGSTR NT BK,QXM.,,170652
CI FIRST ASSET MRNGSTR US TR,UXM.,,170653
SILVERSUN TECHNOLOGIES INC,SSNT,54151,170655
PRAIRIE PROVIDENT RESOURCES,PRPRF,2111,170677
WELLNESS CENTER USA INC,WCUI,621493,170692
COOL TECHNOLOGIES INC,WARM,3363,170707
EMPIRE STATE REALTY TR INC,ESRT,531120,170714
VANECK VECTORS UNCONVNTL OIL,FRAK,525910,170717
FIRST TR AUSTRALIA ALPHADEX,FAUS,525910,170718
FIRST TR U K ALPHADEX FD,FKU,525910,170719
FIRST TRUST INDIA NIFTY ETF,NFTY,525910,170720
FIRST TR HONG KONG ALPHADEX,FHK,525910,170721
FIRST TR SWITZERLND ALPHADEX,FSZ,525910,170722
FIRST TR GERMANY ALPHADEX FD,FGM,525910,170723
FIRST TR CANADA ALPHADEX FD,FCAN,525910,170724
TERRA TECH CORP,TRTC,325411,170725
DOLLY VARDEN SILVER CORP,DOLLF,21222,170728
ORGANOVO HOLDINGS INC,ONVO,325414,170730
HORIZONS ACTIVE US FLTG RATE,HZTVF,525910,170731
HORIZONS ACTIVE HI YLD BD,HYI.,525910,170732
CI FIRST ASST MORNINGST CDA,FXM.,525910,170733
CI FIRST ASSET MORNINGST CDA,FSSTF,525910,170734
ISHARES U.S. TREASURY BD ETF,GOVT,525910,170736
ISHARES AAA -A RTD CP BD ETF,QLTA,525910,170737
ISHARES CMBS ETF,CMBS,525910,170741
FIRST TR DEV MKTS EX-US ALPH,FDTS,525910,170742
FIRST TR EM MKTS SC ALPHADEX,FEMS,525910,170743
SILVER MOUNTAIN MINES INC,SVMMF,212,170746
EQT MIDSTREAM PARTNERS LP,EQM,486210,170748
DIAMONDBACK ENERGY INC,FANG,2111,170750
ISHARES GNMA BOND ETF,GNMA,525910,170751
INTELLINETICS INC,INLX,511210,170756
CAESARSTONE LTD,CSTE,327991,170758
VIPSHOP HOLDINGS LTD  -ADR,VIPS,454110,170761
GOLIATH FILM & MEDIA HLDGS,GFMH,512110,170763
TECNOGLASS INC,TGLS,332321,170765
GARRISON CAPITAL INC,GARS,523910,170775
ISHARES ASIA/PACIFIC DIV ETF,DVYA,525910,170778
ISHARES EMRG MARKETS DIV ETF,DVYE,525910,170779
NOVO RESOURCES CORP,NSRPF,212,170785
PREMIER BIOMEDICAL INC,BIEI,325414,170787
INVESCO S&P EMRG MKT MTM ETF,EEMO,525910,170789
INVESCO S&P INTL DEV MTM ETF,IDMO,525910,170790
LEADING EDGE MATERIALS CORP,LEMIF,212,170797
CEREBAIN BIOTECH CORP,CBBT,325414,170801
SPDR MSCI ACWI IMI ETF,SPGM,525910,170802
BLUE DOLPHIN ENERGY CO,BDCO,486210,170804
ASANTE GOLD CORP,ASGOF,212221,170814
PIMCO ACTIVE BOND ETF,BOND,525910,170825
BOSTON THERAPEUTICS INC,BTHE,325412,170827
HORIZONS NATURAL GAS YLD ETF,HRZYF,525910,170830
TEXAS SOUTH ENERGY INC,TXSO,533110,170833
PHILLIPS 66,PSX,324110,170841
SNIPP INTERACTIVE INC,SNIPF,519130,170843
WISDOMTREE EMERG MKTS CP BD,EMCB,525910,170858
CURRENCY EXCHANGE INTL CORP,CURN,522320,170868
ENDONOVO THERAPEUTICS INC,ENDV,325414,170870
VANECK VECTORS HI INCM MLP,YMLP,525910,170877
ATICO MINING CORP,ATCMF,212,170879
SPDR BLMBRG BRCLYS ST HI YLD,SJNK,525910,170886
VIVERE COMMUNITIES INC,VCOM.,531110,170888
PETROSHALE INC,PSHIF,2111,170893
METASTAT INC,MTST,325413,170912
DIREXION NASDAQ-100 EQ WGT,QQQE,525910,170914
ASPEN GROUP INC,ASPU,611310,170920
PUMA BIOTECHNOLOGY INC,PBYI,325414,170945
BESPOKE EXTRACTS INC,BSPK,325412,170947
CO2 GRO INC,BLONF,562,170964
PERFORMANT FINANCIAL CORP,PFMT,5614,170965
BRANDYWINEGBL GBL INCM OPP,BWG,525990,170966
AMERICAN INTL VENTURES INC,AIVN,212221,170974
INVS BULLETSHS 2019 CORP BD,BSCJ,525910,170982
INVS BULLETSHS 2020 CORP BD,BSCK,525910,170983
TEUCRIUM AGRICULTURAL FUND,TAGS,525910,170984
PROSHARES SHORT 20PL YR TRSY,TTT,525910,170985
SUMMER ENERGY HOLDINGS INC,SUME,2211,170992
ARTISAN CONSUMER GOODS INC,ARRT,311,170995
CUB ENERGY INC,TPNEF,424720,171001
GLOBUS MEDICAL INC,GMED,339112,171002
SERVICENOW INC,NOW,511210,171007
ISHARES EMG MKTS HIGH YLD BD,EMHY,525910,171009
ISH US & IN HG YLD CP BD ETF,GHYG,525910,171011
ISHARES INTL HIGH YLD BD ETF,HYXU,525910,171012
VANECK VECTORS INTL HI YLD,IHY,,171014
STEMLINE THERAPEUTICS INC,STML,325414,171022
BLACKROCK TCP CAPITAL,TCPC,523999,171023
BLACKROCK TCP CAPITAL,TCPC,523999,171023
KBS FASHION GROUP LTD,KBSF,315220,171045
BLOOMIN' BRANDS INC,BLMN,722511,171049
VANECK VECTORS FLLN ANGL HI,ANGL,525910,171053
PLATA LATINA MINERALS CORP,PLLMF,212,171054
GROWLIFE INC,PHOT,335129,171058
FORUM ENERGY TECH INC,FET,333132,171059
PALO ALTO NETWORKS INC,PANW,519130,171067
SANTACRUZ SILVER MINING LTD,SZSMF,212222,171083
INVESCO SENIOR LOAN INDEX ET,BKL.F,525910,171091
GLOBAL X MLP ETF,MLPA,525910,171108
MORGUARD N AMER RES RE TR,MNARF,531110,171109
TRILOGY METALS INC,TMQ,212,171111
ISHARES J.P. MORGAN EM ETF,CEMB,525910,171121
BLOOM SELECT INCOME FUND,BLB.UN,525910,171132
SOUTHCROSS ENERGY PRTNRS LP,SXEEQ,486210,171139
FIVE BELOW INC,FIVE,452319,171141
VANECK VECTORS MRNGSTR WIDE,MOAT,525910,171145
INVESCO S&P/TSX CMP LW INX,TLV.,525910,171151
PRUDENTIAL SHORT DURATION HY,ISD,525990,171153
CLEARSIGN COMBUSTION CORP,CLIR,334513,171155
NORTHERN EMPIRE RESOURCES CP,PSPGF,212221,171161
SPDR SSGA MULTI-ASSET REAL,RLY,525910,171171
SPDR SSGA INCOME ALLOCATION,INKM,525910,171172
SPDR SSGA GLOBAL ALLOCATION,GAL,525910,171173
HORIZONS MORNINGSTAR HDG FD,HHF.,525910,171175
PHIO PHARMACEUTICALS CORP,PHIO,325414,171187
AZINCOURT ENERGY CORP,AZURF,212291,171206
PACIFIC COAST OIL TRUST,ROYT,2111,171212
JAGUAR RESOURCES INC,JGGRF,2111,171231
CHINA UNITED INSURANCE SVC,CUII,524210,171238
HANWEI ENERGY SERVICES CORP,HNWEF,326122,174016
REALOGY HOLDINGS CORP,RLGY,531210,174022
REALOGY HOLDINGS CORP,RLGY,531210,174022
UNITED STATES OIL FUND LP,USO,523910,174024
MOBI724 GLOBAL SOLUTIONS INC,MOBIF,519130,174026
FIRST TR US EQUITY OPPT ETF,FPX,,174040
PGT INNOVATIONS INC,PGTI,332321,174049
COMMVAULT SYSTEMS INC,CVLT,519130,174077
FIRST TR NASDAQ-100 EQ WGHTD,QQEW,,174080
FIRST TR NASDAQ-100 TECH SCT,QTEC,,174081
CLOUGH GLOBAL OPPORTUNTS FND,GLO,,174095
VANGUARD DIVIDEND APPR ETF,VIG,,174101
ISHARES SILVER TRUST,SLV,,174110
HOUSTON WIRE & CABLE CO,HWCC,423610,174119
AQUILA RESOURCES INC,AQARF,212,174124
PURE GOLD MINING INC,LRTNF,212221,174132
PURE GOLD MINING INC,LRTNF,212221,174132
PTC THERAPEUTICS INC,PTCT,325414,174134
ACHILLION PHARMACEUTICALS,ACHN,325414,174136
QURATE RETAIL INC,QRTEA,454110,174147
NFI GROUP INC,NFYEF,336211,174152
HALCON RESOURCES CORP,HKRSQ,211120,174169
AUTOCANADA INC,AOCIF,4411,174185
DUNKIN' BRANDS GROUP INC,DNKN,722515,174222
SELECT MEDICAL HOLDINGS CORP,SEM,622310,174236
WESTERN COPPER AND GOLD CORP,WRN,212,174280
ENERGY SERVICES OF AMERICA,ESOA,237120,174282
LIMESTONE BANCORP INC,LMST,522110,174301
LIMESTONE BANCORP INC,LMST,522110,174301
CONSTELLATION SOFTWARE INC,CNSWF,511210,174302
KBR INC,KBR,237120,174310
RHINO RESOURCE PARTNERS LP,RHNO,21211,174312
LEGACY TEX FINANCIAL GRP INC,LTXB,522110,174313
LEGACY TEX FINANCIAL GRP INC,LTXB,522110,174313
DHX MEDIA LTD,DHXM,512110,174314
VANECK VECTORS GOLD MNRS ETF,GDX,,174319
COLUMBUS GOLD CORP,CGTFF,212,174325
MED BIOGENE INC,MBGNF,325413,174329
INVESCO RAYMND JAMS SB-1 ETF,RYJ,,174357
RMR REAL ESTATE INCOME FUND,RIF,,174360
ESSENTIAL ENERGY SVCS LTD,EEYUF,213112,174361
SOLAR ALLIANCE ENERGY INC,SAENF,221115,174368
GLUSKIN SHEFF ASSOCIATES INC,GLUSF,523991,174370
OPSENS INC,OPSSF,334513,174376
EHEALTH INC,EHTH,524210,174389
LEMAITRE VASCULAR INC,LMAT,339112,174390
RETURN ENERGY INC,DALXF,2111,174395
INFUSYSTEM HOLDINGS INC,INFU,621999,174428
COMMUNITY BANKERS TRUST CORP,ESXB,522110,174449
LIBERTY BANCORP INC,LBCP,522120,174470
LIBERTY BANCORP INC,LBCP,522120,174470
WINDSTREAM HOLDINGS INC,WINMQ,517311,174490
INNERWORKINGS INC,INWK,561499,174541
INNOPHOS HOLDINGS INC,IPHS,325180,174567
ICF INTERNATIONAL INC,ICFI,541611,174637
TRIPLE-S MANAGEMENT CORP,GTS,524114,174647
TRIPLE-S MANAGEMENT CORP,GTS,524114,174647
OSIRIS THERAPEUTICS INC,OSIR,325414,174648
GLOBAL SHIP LEASE INC,GSL,532411,174700
WYNDHAM DESTINATIONS INC,WYND,531390,174729
WYNDHAM DESTINATIONS INC,WYND,531390,174729
MAJOR LEAGUE FOOTBALL INC,MLFB,711211,174738
EVERCORE INC,EVR,523999,174744
EVERCORE INC,EVR,523999,174744
WISDOMTREE INTL EQUITY FUND,DWM,,174840
WISDOMTREE INTL HIGH DIV FD,DTH,,174841
WISDOMTREE US DIV EX-FINANCI,DTN,,174842
WISDOMTREE GLOBAL HI DIV FD,DEW,,174843
WISDOMTREE EUROPE SMLLCP DIV,DFE,,174844
WISDOMTREE U.S. HIGH DIV FD,DHS,,174845
WISDOMTREE INTL DIV EX-FINLS,DOO,,174846
WISDOMTREE INTL LARGECAP DIV,DOL,,174847
WISDOMTREE INTL MIDCAP DIV,DIM,,174848
WISDOMTREE INTL SMALLCAP DIV,DLS,,174849
WISDOMTREE GBL EX-US QLTY DV,DNL,,174854
WISDOMTREE JAPAN SMALLCP DIV,DFJ,,174855
WISDOMTREE JAPAN HDGD EQ FD,DXJ,,174856
WISDOMTREE U.S. LRGCP DIV,DLN,,174857
WISDOMTREE US MIDCAP DV FUND,DON,,174858
WISDOMTREE AUSTRALIA DIV FD,AUSE,,174859
WISDOMTREE ASIA-PAC EX-JPN,AXJL,,174860
WISDOMTREE US TOTAL DIV FUND,DTD,,174861
WISDOMTREE US SMALLCAP DIVID,DES,,174862
PRECIOUS METALS & MINING TR,PMMTF,525990,174887
PROSHARES ULTRA DOW30,DDM,,174888
PROSHARES SHORT MIDCAP400,MYY,,174889
PROSHARES ULTRA MIDCAP400,MVV,,174890
PROSHARES SHORT S&P500,SH,,174891
PROSHARES SHORT DOW30,DOG,,174892
PROSHARES ULTRA S&P500,SSO,,174893
PROSHARES SHORT QQQ,PSQ,,174894
PROSHARES ULTRA QQQ,QLD,,174895
SPDR S&P PHARMACEUTICALS ETF,XPH,,174896
SPDR S&P OIL&GAS EQUIP & SVC,XES,,174898
SPDR S&P REGIONAL BKG ETF,KRE,,174899
SPDR S&P OIL&GAS EXPL & PROD,XOP,,174900
SPDR S&P RETAIL ETF,XRT,,174901
SPDR S&P METALS & MINING ETF,XME,,174902
NEXPOINT STRATEGIC OPPT FUND,NHF,,174926
FIRST TR NYS ARCA BIOTECH FD,FBT,,174929
FIRST TR DJ INTERNT IDX FD,FDN,,174930
INVESCO CURRENCYSHARES SWED,FXS,,174935
INVS CURRSHS AUSTRALIAN DOLL,FXA,525910,174937
INVS CURRSHS BRITISH PD STR,FXB,,174941
INVS CURRSHS CANADIAN DOLLAR,FXC,,174942
INVS CURRSHS SWISS FRANC TR,FXF,,174944
ORBCOMM INC,ORBC,517410,175004
HARVEST OIL & GAS CORP,HRST,211130,175006
ALLEGIANT TRAVEL CO,ALGT,481111,175007
AMICUS THERAPEUTICS INC,FOLD,325414,175008
BLUE SKY URANIUM CORP,BKUCF,212291,175012
HILL INTERNATIONAL INC,HIL,236220,175055
ENERTOPIA CORP,ENRT,212393,175071
CANFOR PULP PRODUCTS INC,CFPUF,322110,175078
CHINA BIOLOGIC PRODUCTS HLDG,CBPO,325414,175079
NORTHEAST COMMUNITY BANCORP,NECB,522120,175083
NORTHEAST COMMUNITY BANCORP,NECB,522120,175083
AIRCASTLE LTD,AYR,532411,175110
FIRST TRUST CAP STRENGTH ETF,FTCS,999990,175113
MEDIFOCUS INC,MDFZF,334510,175134
PROSHARES ULTRASHORT S&P500,SDS,,175138
PROSHARES ULTRASHORT MDCP400,MZZ,,175139
PROSHARES ULTRASHORT QQQ,QID,,175140
PROSHARES ULTRASHORT DOW30,DXD,,175141
ISHARES US HOME CONSTR ETF,ITB,525990,175177
ISHARES US AEROSP & DEFENSE,ITA,,175178
ISHARES US REGIONAL BANKS,IAT,,175179
ISHARES MORNINGSTAR MID-CAP,JKG,,175180
ISHARES MSTAR MID-CAP GROWTH,JKH,,175181
ISHARES MSTAR MID-CAP VALUE,JKI,,175182
ISHARES MORNINGSTAR SMALL-CP,JKJ,,175183
ISHARES MSTAR SMALL-CAP GRW,JKK,,175184
INVESCO HG YLD EQ DV ACH ETF,PEY,,175190
INVESCO GOLDN DRGN CHINA ETF,PGJ,,175191
ISHARES MSTAR SMALL-CAP VAL,JKL,,175193
ISHARES MSCI USA ESG SELECT,SUSA,,175194
ISHARES MSCI EAFE VALUE ETF,EFV,,175195
ISHARES MSCI EAFE GROWTH ETF,EFG,,175196
ISHARES MICRO-CAP ETF,IWC,,175197
INVESCO WILDERHILL CLEAN ENE,PBW,,175201
INVESCO DYNAMIC LG CP GR ETF,PWB,,175202
INVESCO DYNAMC LG CP VAL ETF,PWV,,175203
INVESCO RUSSELL MIDCAP PURE,XMMO,,175204
INVESCO RUSSELL 2000 PURE VA,XSVM,,175206
INVESCO RUSL 2000 PR GR ETF,XSMO,,175207
INVESCO RUSSELL MDCAP PU ETF,XMVM,,175208
ISHARES US INSURANCE ETF,IAK,,175209
ISHARES US BROKER-DEALERS,IAI,,175210
ISHARES US MEDICAL DEVICES,IHI,,175211
ISHARES US HEALTHCARE PRVDRS,IHF,,175212
ISHARES US PHARMACEUTICALS,IHE,,175213
ISHARES US OIL EQUIP & SVCS,IEZ,,175215
ISHARES US O&G EXP&PROD ETF,IEO,,175216
ISHARES S&P GSCI COMDTY INDX,GSG,,175226
AURA MINERALS INC,ARMZF,212221,175230
HORIZON NORTH LOGISTICS INC,HZNOF,213112,175233
ALIO GOLD INC,ALO,212221,175236
WESTERN UNION CO,WU,522320,175263
WESTERN UNION CO,WU,522320,175263
WNS (HOLDINGS) LTD -ADR,WNS,518210,175264
ABERDEEN GBL DYNAMC DIV FUND,AGD,,175265
CELSIUS HOLDINGS INC,CELH,312111,175269
SANCHEZ MIDSTREAM PARTNRS LP,SNMP,486,175271
DOLPHIN ENTERTAINMENT INC,DLPN,541820,175299
WEST HIGH YIELD WHY RES LTD,WHYRF,212,175304
DOUGLAS EMMETT INC,DEI,531120,175307
DOUGLAS EMMETT INC,DEI,531120,175307
CYPHERPUNK HOLDINGS,KHRIF,523999,175315
HANESBRANDS INC,HBI,315,175319
TAOPING INC,TAOP,541512,175342
SHUTTERFLY INC,SFLY,323117,175376
FIRST SOLAR INC,FSLR,334413,175404
PREMIER GOLD MINES LTD,PIRGF,212221,175407
VANGUARD MID-CAP VALUE ETF,VOE,525910,175414
VANGUARD MID-CAP GROWTH ETF,VOT,,175417
SONOMA PHARMACEUTICALS INC,SNOA,325412,175424
NEW ORIENTAL ED & TECH,EDU,611,175442
AMERICAN RIVIERA BANK,ARBV,522110,175449
AMERICAN RIVIERA BANK,ARBV,522110,175449
FIRST TR ABERDEEN EMERG OPP,FEO,,175464
REDHAWK HOLDINGS CORP,SNDD,423450,175472
PRESIDIO BANK,PDOB,522110,175473
PRESIDIO BANK,PDOB,522110,175473
YIELD10 BIOSCIENCE INC,YTEN,325414,175490
AMERICAN CREEK RESOURCES LTD,ACKRF,212,175493
TRIUMPH GOLD CORP,TIGCF,212221,175495
ISHARES S&P/TSX CDN DIV ARIS,CLYLF,,175500
GOLD RESOURCE CORP,GORO,212221,175503
NIGHTHAWK GOLD CORP,MIMZF,212221,175507
TOWERSTREAM CORP,TWER,517311,175509
GLOBALSTAR INC,GSAT,517410,175523
PETROLYMPIC LTD,PCQRF,2111,175527
WESTERN CAPITAL RESOURCES,WCRS,443142,175532
INFINITY PHARMACEUTICALS INC,INFI,325412,175533
NEXGENRX INC,NEGXF,524292,175548
INVS DB G10 CURR HARVEST FD,DBV,,175550
MEADOW BAY GOLD CORP,MAYGF,212221,175557
PARK LAWN CORP,PRRWF,812220,175560
INVESCO FTSE RAFI US1500 ETF,PRFZ,,175570
ISHARES GLOBAL CONS DISC ETF,RXI,327993,175577
ISHARES GLOBAL MATERIALS ETF,MXI,,175578
ISHARES GLOBAL INDUSTRIALS,EXI,,175579
ISHARES GLOBAL UTILITIES ETF,JXI,,175580
ISHARES GLOBAL CONS STAPLES,KXI,,175581
INVESCO ZACKS MULTI ASSET IN,CVY,,175583
INVS BRIC ETF,EEB,,175585
INVESCO INSIDER SENTIMNT ETF,NFO,,175586
INVESCO WILSHIRE MCR CAP ETF,WMCR,,175588
PLATEAU ENERGY METALS INC,PLUUF,212291,175590
GULFSLOPE ENERGY INC,GSPE,2111,175595
DANAOS CORP,DAC,483111,175606
SOUTHERN NATIONAL BANCORP VA,SONA,522110,175607
SOUTHERN NATIONAL BANCORP VA,SONA,522110,175607
BLACK DIAMOND GROUP LTD,BDIMF,238910,175616
MORGAN STANLEY CHINA A SH FD,CAF,,175635
INTERNATIONAL STEM CELL CORP,ISCO,325414,175649
WILLDAN GROUP INC,WLDN,541330,175654
INCA ONE GOLD CORP,INCAF,212221,175662
COHEN & COMPANY INC,COHN,523110,175674
COHEN & COMPANY INC,COHN,523110,175674
PRIMORIS SERVICES CORP,PRIM,237120,175686
ARMSTRONG WORLD INDUSTRIES,AWI,327993,175689
INVESCO DWA INDUS MOMNTM ETF,PRN,,175692
INVESCO DWA CONS STPLS MOMNT,PSL,,175693
INVESCO DWA HEALTHCARE MOMTM,PTH,,175695
INVESCO DWA BAS MATL MOM ETF,PYZ,,175696
INVESCO DWA FIN MOMENTUM ETF,PFI,,175697
INVESCO DWA TECHNOLOGY MOMTM,PTF,,175698
INVESCO EXC DWA CON CYC MMTM,PEZ,,175699
INVESCO DWA ENERGY MOMENTUM,PXI,,175702
VANECK VECTORS ENVRNMNTL SVC,EVX,,175726
VANECK VECTORS STEEL ETF,SLX,,175727
LIFE & BANC SPLIT CORP,LFBCF,5222,175798
INVESCO WILDERHILL PRO ETF,PUW,,175871
INVESCO GBL LST PVT EQ ETF,PSP,999990,175872
INVS CLEANTECH ETF,PZD,,175873
VOYA NATURAL RES EQ INCM FD,IRR,525990,175887
SALLY BEAUTY HOLDINGS INC,SBH,446120,175900
WHERE FOOD COMES FROM INC,WFCF,519130,175908
IPG PHOTONICS CORP,IPGP,334413,175955
CATALYST PHARMACEUTICALS INC,CPRX,325412,175966
CANADIAN SOLAR INC,CSIQ,334413,175982
INVESCO S&P 500 EQ WT MT ETF,RTM,,175985
INVESCO S&P 500 EQ WT EG ETF,RYE,,175986
INVESCO S&P 500 EQ WT IN ETF,RGI,,175987
INVESCO S&P 500 EQUAL WEIGHT,RYT,,175988
INVESCO S&P 500 EQ WT FN ETF,RYF,,175989
INVESCO S&P 500 EQ WT HL ETF,RYH,,175990
INVESCO S&P 500 EQ WT UT ETF,RYU,,175991
INVESCO S&P 500 EQ WT CD ETF,RCD,,175992
INVESCO S&P 500 EQ WT CN ETF,RHS,,175993
TWO RIVERS WATER & FARMING,TURV,221310,175994
ZINCORE METALS INC,ZCRMF,212,176007
ATHERSYS INC,ATHX,325414,176017
ALLOT LTD,ALLT,334210,176021
EMERGENT BIOSOLUTIONS INC,EBS,325414,176022
ISHARES CDN CP BD INDEX ETF,ISDXF,,176032
NETLIST INC,NLST,334413,176035
ISHARES CDN GOVT BD INDX ETF,ISHXF,,176041
ISHARES CORE CDN LONG TRM BD,IOOXF,,176042
ISHARES CDN GRWTH IDX ETF,XCG.,,176045
ISHARES CDN VALUE IDX ETF,XCV.,,176047
VANGUARD HIGH DIVIDEND YIELD,VYM,,176060
CORE CANANDIAN DIV TRUST,CDD.UN,,176061
DIVIDEND 15 SPLIT CORP II,DVDDF,,176062
ISHARES MSCI KLD 400 SOC ETF,DSI,,176071
PHARMA-BIO SERV INC,PBSV,541614,176082
AEROGROW INTERNATIONAL INC,AERO,339999,176083
AERCAP HOLDINGS NV,AER,532411,176092
COHEN & STEERS CL-END OPP FD,FOF,,176093
MPM HOLDINGS INC,MPMQ,325211,176096
NORTH AMERICAN CONST GRP LTD,NOA,238910,176103
CANADA ENERGY PARTNERS INC,CNDPF,2111,176105
MILLENNIAL LITHIUM CORP,MLNLF,212,176119
EATON VANCE TX-MAN DIV EQ IN,ETY,,176142
GRUPO AEROPORTUARIO DEL CENT,OMAB,488111,176152
CHINA HEALTH INDUSTRIES HLDG,CHHE,325412,176161
KANDI TECHNOLOGIES GROUP,KNDI,336320,176169
INVESCO RUSSELL MDCAP EQ ETF,XMHQ,,176172
INVESCO RUSSELL 2000 EQ ETF,EQWS,,176173
INVESCO RUSSLL TP 200 EL ETF,EQWL,,176174
INVESCO FINANCIAL PREFRD ETF,PGF,,176176
ICO THERAPEUTICS INC,ICOTF,325412,176180
INTELGENX TECHNOLOGIES CORP,IGXT,325412,176198
FIRST TR TTL US MKT ALPHADEX,TUSA,,176224
NEURALSTEM INC,CUR,325414,176229
CATCHMARK TIMBER TRUST,CTT,531190,176234
ALTRA INDUSTRIAL MOTION CORP,AIMC,333613,176247
CARROLS RESTAURANT GROUP INC,TAST,722513,176249
INFORMATION SERVICES GROUP,III,518210,176251
PORTMAN RIDGE FINANCE CORP,PTMN,523910,176256
PORTMAN RIDGE FINANCE CORP,PTMN,523910,176256
TEEKAY OFFSHORE PARTNERS LP,TOO,483111,176259
MELCO RESORTS & ENTERTAINMEN,MLCO,721120,176260
INVESCO DEFENSIVE EQUITY ETF,DEF,,176286
INVESCO S&P SPIN-OFF ETF,CSD,,176287
FUWEI FILMS HOLDINGS CO,FFHL,326113,176304
SPDR DOW JONES INTL RL EST,RWX,,176313
INVESCO EXCHANGE  BYBK ACHIE,PKW,,176314
TOGA LTD,TOGL,519130,176327
BLACKROCK CR ALLOC INCM TR,BTZ,523,176333
