company_name,company_id
TLC ELECTRONICS,11560
EXPEDITORS INTERNATIONAL,11566
EXCEL CELL ELECTRONICS,11573
KARLEE,11575
AMERICAN PRECISION INDUSTRIES,11578
CHALLENGE ELECTRONICS,11593
P A EXTRUSION,11596
FLORIDA CUSTOM MOLD,11603
PARKWAY PRODUCTS,11604
LYN-TRON,11605
SERVTRONICS,11606
HARWIN,11607
PACIFIC RIM,11611
ELECTROCUBE,11625
CORRUGADOS DE BAJA,11632
CONNOR FORMED METAL PRODUCTS,11637
SPARKLE POWER,11640
OTTO KIRCHNER,11649
NN,11656
NICHIAS,11661
NEXANS,11662
MTA,11666
MONROE,11668
MIBA,11670
MIDWEST MOLDING,11673
MICRON HOLDINGS,11674
METAL FLOW,11678
MAXINGVEST,11680
MAC ARTHUR,11687
LS CORP,11689
LORENTSON MANUFACTURING,11690
LEM,11693
GLOBAL BRASS AND COPPER HOLDINGS,11698
KOIDE,11702
KME GROUP,11704
KICKHAEFER MANUFACTURING,11705
KEY PLASTICS,11707
KEATS MANUFACTURING,11708
KATAMAN METALS,11709
JINHAP,11712
IMS MANUFACTURING,11720
IGP INDUSTRIES,11723
COOPER-STANDARD,11724
HUBERT STUEKEN,11727
HINDALCO,11730
HANNOVER,11734
GRUPO CARSO,11736
GENERAL CABLE CORPORATION,11744
GEMINI,11745
CAPSONIC,11747
FUJIKOKI,11748
FLOW DRY,11751
FISK ALLOY,11752
FINGER LAKES EXTRUSION,11753
ERAMET,11762
EMESTA,11763
ELEKTRISOLA,11765
EGELHOF,11767
EAGLE INDUSTRY,11769
HEIDENHAIN,11771
DLH INDUSTRIES,11775
DERINGER NEY,11777
DAISHINKU,11779
CWB,11782
COOKSON,11785
COMPOSIDIE,11786
CIXING,11789
CITADEL,11790
CHINA AEROSPACE SCIENCE & INDUSTRY,11792
CENTURY MOLD,11794
BRAZEWAY,11799
BERGER GROUP,11802
AYALA,11808
SINTERED METAL ALLOYS,11814
ANHUI ZHONGDING,11816
AIM METAUX & ALLIAGES,11820
ADVANCED DECORATIVE SYSTEMS,11823
ACME ALLIANCE,11825
ABATEK,11826
AALBERTS INDUSTRIES,11827
A-1,11828
873740 ONTARIO,11830
CHAMPAGNE LOGISTICS,11832
DIEHL,11833
GHSP,11834
MUELLER,11835
BURNER SYSTEMS,11836
WORLD PORT CASTINGS,11837
EMBRACO,11838
PICONICS,11843
IBS ELECTRONICS INC,11846
PARAMIT,11852
OTTO ENGINEERING,11856
NYE LUBRICANTS,11859
MPS INDUSTRIES,11872
MOOG COMPONENTS GROUP,11873
MASTER DISTRIBUTORS,11882
ITALIX,11897
GENERAL DYNAMICS,11918
GARDNER SPRING,11920
EVERSPIN TECHNOLOGIES,11932
DICONA,11943
DEXCOM,11944
DE ANZA MANUFACTURING,11948
CREE,11957
THERMSHIELD,11968
SOMACIS,11974
BENTLEY HARRIS,11993
ANDERSON POWER PRODUCTS,12005
ABOVE BOARD ELECTRONICS,12018
COMPUTER COMPONENTS,12026
DURATECH,12039
EG ELECTRONICS,12040
CONNOR MANUFACTURING,12048
ADVANCE PAPER SYSTEMS,12051
ALMADEN PRESS,12061
COMDEL,12065
AFL TELECOMMUNICATIONS,12066
FOAMTEC,12036
ASSEMBLY FASTENERS,12073
AG MANUFACTURING,12074
AIRSPEED,12076
COMPONENT PLASTICS,12079
ALLIED TECHNOLOGIES,12094
GREENLIANT,12110
QUIST ELECTRONICS,12121
BLUTEK POWER,12123
APPLIED INDUSTRIAL TECHNOLOGIES,12124
AGILTRON,12138
STM ELECTRONICS,12153
TECAN,12157
TRU FIT FASTENERS,12159
YAMAICHI,12162
VARITRONIX,12175
THERMO COOL,12182
TEXTRON,12183
SYMBOL TECHNOLOGIES INC,12192
SUPER TALENT TECHNOLOGY,12194
SAUNDERS,12210
RICHARDSON ELECTRONICS,12216
RGS INDUSTRIES,12217
RFMW LTD,12218
RATHBUN ASSOCIATES,12221
PTC,12226
L2 TECHNICAL SALES,12234
ENGTEK,12245
UNITED STATES BIOLOGICIS (USBL),129332
REPLIGEN - USA MA WALTHAM,129333
CALCOMP,12253
MERITEK ELECTRONICS CORPORATION,12259
FABCON,12268
EAST COAST MICROWAVE,12269
COMPUNETICS,12271
FASTENER SERVICE CORPORATION,12272
OMEGA OPTICALS,12276
D & D ENGINEERING,12278
NORTHWEST STAMPING & PRECISION,12279
WINSYSTEMS,12285
NORTHWEST FOURSLIDE,12297
NATIONAL RIVET & MFG CO,12312
MARUBUN CORP,12315
RYOSAN CO LTD,12316
MARKEL CORPORATION,12324
PSM INTERNATIONAL PLC,12351
ELECTRICFIL,12372
CEBI GROUP,12374
AISIN AW CO LTD,12380
BMS,12384
SHOWA,12386
MACNICA,12390
SAE,12396
SPIRA MANUFACTURING CORP,12416
RED SPOT,12418
REPUBLIC ELECTRONICS,12428
CYBERTAN TECHNOLOGY INC,12431
PHOTOP,12432
KURABE INDUSTRIAL,12434
WILLIAM FRICK AND CO,12435
ON SHORE TECHNOLOGY,12436
SILICOM,12438
US SENSOR,12439
ECI,12449
DC ELECTRONICS,12451
CHERRY,12452
POWER INTEGRATIONS,12454
SUPERWORLD,12457
MARFRED INDUSTRIES,12458
OXLEY,12465
ANCHOR,12480
CARLTON BATES,12483
JARO COMPONENTS,12492
ATRONIX,12500
ALCATEL-LUCENT,12503
HARTING,12504
WIND RIVER SYSTEMS,12506
MEI,12510
METAL FX,12512
ENDICOTT RESEARCH GROUP,12523
CHICAGO MINIATURE LIGHTING,12528
FIRAN TECHNOLOGY GROUP,12535
SPINNERET,12537
CONTROL RESOURCES,12547
SOUTH BAY SOLUTIONS,12549
GASKET ENGINEERING,12562
VERTEX ELECTRONIC,12563
FALCO ELECTRONICS,12573
KELLER,12576
CAPELLA PHOTONICS,12577
SANKEN ELECTRIC,12580
TESSCO,12584
COFAN,12585
IEH,12591
PAL PILOT,12593
INLAND METAL,12598
ARVATO DIGITAL,12606
HIRSCHMANN,12618
GCI TECHNOLOGIES,12620
CMP ADVANCED MECHANICAL SOLUTIONS,12628
ACCU MACHINE,12631
ABBATRON,12632
ACRO MANUFACTURING,129336
ACCURATE FASTENERS,12641
VANDER-BEND,12642
STEVEN ENGINEERING,12644
ARIZONA INDUSTRIAL HARDWARE,12658
BH ELECTRONICS,12667
SYNERGY MICROWAVE,12677
CW INDUSTRIES,12684
EPT,12688
NVE,12692
STOCK DRIVE PRODUCTS,12698
GREENLIGHT,12703
STETRON INTERNATIONAL INC,12706
AMERISTAR MANUFACTURING,12708
TED JURACSIK TOOL AND DIE,12713
TRIQUINT,12731
RAKON,12738
STEWART CONNECTOR,12740
WINTEC,12744
FIELD FASTENER,12747
APEX INDUSTRIES,12748
ALL SHORE INDUSTRIES,12752
HUMANETICS PRECISION METALWORK,12771
QUALITY THERMISTOR,12778
ARCO ELECTRONICS,12779
FOURTE DESIGN AND DEVELOPMENT,12794
LEOCO,12798
KATECHO,12827
ISU PETASYS,12832
STOUT MEDICAL,12833
RAVIV ACS,12839
ALTAIR SEMICONDUCTOR,12855
WISCONSIN NIPPLE,12857
WARDFLEX,12862
PLASAN SASA,12886
ACME MONACO,12902
NETWORK ENGINES,12908
MERCURY CORPORATION,12914
SONCEBOZ SA,12927
DAIDO STEEL,12929
MOLYCORP,12931
WINSTAR DISPLAY,12937
KENDRION N.V.,12981
IGARASHI MOTORS,12982
HYO SEONG ELECTRIC,12983
ACUO TECHNOLOGIES,12987
ELECTROSPACE FABRICATORS,12989
BEKAERT,12993
GSI GROUP,12998
GRAFTECH,13014
LABEL PRINTERS,13022
GLOBALWARE SOLUTIONS,13023
ENCUS,13026
KITAGAWA INDUSTRIES,13028
INTERCONNECT SYSTEMS,13038
IGUS,13044
FUSION,13054
REGAL RESEARCH & MFG,13076
SMITH AND ASSOCIATES,13079
POWELL ELECTRONICS,13096
SIGNICAST,13102
STAR PRECISION,13117
PAKOM,13132
FINETECH,13139
SCHOELLER ARCA SYSTEMS,13144
MERRILLS,13152
MPC,13165
PROFILE METAL FORMING,13177
ONCORE MANUFACTURING SERVICES,13201
THIN FILM TECHNOLOGY,13205
CIRCUIT ASSEMBLY,13213
SOC,13215
AMERICAN PRECISION SPRING,13221
LUSTRE CAL NAMEPLATE,13222
LEADER TECH,13227
WIESON ELECTRONICS,13239
BUEHLER MOTOR,13241
ECLIPTEK,13268
CENTURY FASTENERS,13285
MICROTRACE,13295
FILTRAN,13297
CHICONY POWER,13304
MAGNETIC CIRCUIT,13319
EMCORE,13323
VITEC,13325
GENERAL FOUNDRY SERVICE,13328
RAF ELECTRONICS,13333
EXTRON,13338
ECONOMIC PACKAGING,13340
GARDTEC,13346
ADAM TECHNOLOGIES,13349
YOKOGAWA ELECTRIC,13355
QUEEN SCREW AND MANUFACTURING,13356
TERRYS MACHINE,13357
VIKING MODULAR SOLUTIONS,13362
SEAL METHODS,13363
CRYSTALFONTZ,13366
EPAC,13380
UNITED ELECTRONICS,13384
CSI TECHNOLOGIES,13386
ASCEND FREQUENCY DEVICES,13387
WOLVERINE METAL STAMPING,13392
WORLD WIDE TECHNOLOGY,13393
JVC ADVANCED MEDIA,13397
ZOMAX INCORPORATED,13407
H&S MANUFACTURING,13422
3 COM CORPORATION,13432
BPO PARTS,13443
SYNNEX CORPORATION,13446
BAY TECHNICAL ASSOCIATES,13453
VENTRONICS,13463
BAFO TECHNOLOGIES,13465
PRO-TEK,13466
DATA DIRECT NETWORKS,13479
DURACELL,13481
COMPONENTS CORP,13482
CRENLO,13486
WILLIAMS TOOL INC,13491
MISCO,13520
MERZ AESTHETICS,13523
LICONIX,13532
H.C.STARCK,13539
OLSON ELECTRONICS,13556
NATIONAL PRECISION,13568
TECH DATA CORP,13569
MPE,13573
MOTHERSON SUMI SYSTEMS,13574
MENNEKES ELECTRICAL PRODUCTS,13577
BOSE MTIJ,13587
BOSE MSNL,13588
PIONEER ELECTRONICS,13603
MAGNETI MARELLI,13612
BELKIN INTERNATIONAL,13617
EIMO TECHNOLOGIES,13629
GLOBAL PACKAGING SOLUTION,13639
EARTH RECYCLE,13645
REEBOK,13650
TANNER INDUSTRIES,13675
ERNEST PACKAGING SOLUTIONS,13700
3M PURIFICATION,13707
REFINE TECHNOLOGY,13708
NUTRISCIENCE INNOVATIONS,13712
BRANDTECH SCIENTIFIC,13713
QORPAK,13719
REXAM,13749
INTERNATIONAL CONFIGURATIONS,13773
JOYTECH,13781
WHITEHALL INDUSTRIES,13783
GE POWER,13786
PLASTIC PALLET AND CONTAINER,13791
A&L WOOD,13793
THULE GROUP,13799
ROYAL DUTCH,13800
GUARDIAN INDUSTRIES,13801
GREEN ERNIE,13802
CHANGCHENG AUTOMOTIVE,13803
SKAN,13808
PROCESSHQ,13811
PITNEY BOWES,13812
PACIFIC DRUGS,13817
OWENS BROCKWAY,13818
CHASE SCIENTIFIC GLASS,13824
INSULET CORPORATION,13830
HORN,13832
FIERO FLUID POWER,13836
EGGELHOF,13839
EBEWE PARENTA PHARMACEUTICALS,13840
CHEMGLASS LIFE SCIENCES,13841
BURTS PHARMACY,13843
BURT PROCESS EQUIPMENT,13844
BNL SCIENCES,13845
BEDFORD LABORATORIES,13846
ARLINGTON PRESS,13847
ALLEN SCIENTIFIC GLASS,13848
CARL ZEISS,13865
PCA TECHNOLOGY,13867
LNP ENGINEERING PLASTICS,13873
DELPHI PACKARD ELECTRIC SYSTEMS,13897
HORN PACKAGING,13901
ELLIOTT TAPE,13929
HIRSCHVOGEL,13933
RIO TINTO ALCAN,13936
SUNEDISON,13941
XCELLEREX,13943
AMERICHEM,13944
POLYONICS,13947
UNITUBE,13948
RAYVEN,13966
VALBRUNA,13967
UGIMAG KOREA,13972
SG,13979
ISE LABS INC,14000
NAME NOT PROVIDED,14002
"POSSEHL CONNECTOR SERVICES, INC.",14016
PHISON,14026
EDMAR MANUFACTURING,133622
SINOONE HOLDING,14048
UCHIYAMA,14052
TOYOTA MOTORS,14053
BONDLINE,14057
ZHEJIANG AUTO,14058
SK INNOVATION,14065
ROCHESTER PLATING WORKS,14072
BRAINPOWER,131281
MITCHELL RUBBER,14081
YESAL INTERNATIONAL,14082
DELWEST,14083
ANTAYA,14084
PRIME WHEEL,14088
UMPCO,14089
IFA ROTORION,14090
SIEGEL-ROBERT,14091
NATIONAL MOLDING,14092
PLAINFIELD PRECISION,14093
ASMO,14095
HUTCHINGS AUTOMOTIVE PRODUCTS,14098
UTAS NOVA AUTOMOTIVE,14100
HUAXIANG,14103
LOTTE CHEMICAL,14109
NEXEN TIRE,14111
INTERNATIONAL AUTOMOTIVE,14112
JOYSON,14115
MORGAN POLYMER,14116
SCHRADER,14120
KONGBERG AUTOMOTIVE,14121
KEEN POINT PRECISION,14131
TUNG THIH ELECTRON,14138
TENNECO,14139
TAPEX,14140
SUMMIT COMPONENTES,14143
INTEVA,14145
DICASTAL,14146
INTERTEC SYSTEMS,14147
S & T GROUP,14150
SEJIN,14153
PYEONG HWA AUTOMOTIVE,14159
NAPS,14160
MARTINREA,14166
FRUTH PLASTICS,14177
KLOCKNER FILMS,14178
LEADING TECHNOLOGIES,14180
KENNEDY,14182
BROKER LOGISTICS,14189
READING,14199
ELMORE,14200
SAM DONG,14219
SHEPHERD CASTER,14220
OPEN SILICON,14223
MENTECH,14226
HEMLOCK SEMICONDUCTOR,14237
KROMACHEM,14243
MULTIBASE,14244
P_3M,133718
AAP,14253
WARD MANUFACTURING,14254
UNICEP PACKAGING,14262
KOS WIRE,14274
FK DELVOTEC,14282
MAJOR ELECTRIC,14284
ARS ELECTRONICS,14285
RAMCEL AND BUHRKE INDUSTRIES,14311
GOLDEN ALTOS,14315
PLAINFIELD,14317
NACHI,14326
ACCU-FAB,14328
PENN UNITED,14331
ID PRODUCTS,14332
ACCUSOFT,14337
PRECISION STAMPINGS,14341
GENERAL COLOR & CHEMICAL,14348
INNOVATIVE PLASTICS,14350
PRECISION FORMING PLASTICS,14351
ICM CONTROLS,142935
"FIRST SEMICONDUCTOR TECHNOLOGY, INC. (FST)",14407
ADVANCE MONOLYTHIC CERAMICS,14412
QUALITY CONTAINMENT SERVICES,14415
TVC,14416
MFI INTERNATIONAL,14418
INFORCE,14421
ZF ELECTRONICS TVS,14422
K&K THERMOFORMING,14426
CP TECHNOLOGIES,14444
JDC COATINGS,14464
GARMCO,14471
SEALING TECH,14472
HILLCREST LABS,14474
UNITED STEEL,14477
"POWER CIRCUITS, INC",14497
IMPRESSIVE LABELS,14501
"GLOBAL COMMUNICATIONS SEMICONDUCTORS, INC. (GCS)",14503
KAL,14505
"MILLIGAN WORKSHOPS, INC",14513
NEW BRUNSWICK PLATING,14516
ATTO TECHNOLOGY,14536
ALL FAB PRECISION SHEETMETAL,14538
ACTRONIX,14544
ACCURATE METAL SOLUTIONS,14545
CENVEO,14553
CT FIBEROPTICS,14564
BLACK BOX NETWORK SERVICES,14573
A10 NETWORKS,14583
ACTIVE POWER,14597
PAGE/INTERNATIONAL COMMUNICATIONS,14601
HOUSTON FOAM PLASTICS,14602
RICCA CHEMICAL,14613
IRVINE SCIENTIFIC,14619
INRUMEC,14621
CHISHOLM CORP,14625
APEX LABORATORIES,14628
SIRONA,14657
RADIONIC INDUSTRIES,14658
JUNIPER LOGISTICS,14678
GENERAL AIR SERVICE,14703
BIOMEDICAL RESOURCES,14724
AGAPE PLASTICS INC,14732
MURSIX CORP,14736
RBC BEARINGS,14737
"CONTINENTAL CASTING, LLC",14738
GKN SINTER METALS,14739
"HARTFORD TECHNOLOGIES, INC.",14740
"BAILEY MANUFACTURING CO. ,LLC",14742
YODER INDUSTRIES INC.,14743
FASCO FASTENERS,14744
FULTON INDUSTRIES,14745
KOYO BEARINGS,14746
LEWIS SPRING,14747
PTC TUBULAR PRODUCTS,14748
RAMCEL ENGINEERING,14749
CSM MANUFACTURING,14752
FOUR SLIDE TECHNOLOGY,14754
GOBAR SYSTEMS,14755
KIMBALL ELECTRONICS,14756
FLUID ROUTING SOLUTIONS,14758
GRINDING DICING,14762
KMG,14763
HUTCHINS & HUTCHINS,14769
SMALL PRECISION TOOLS,14773
METALOR,14779
AXT,14783
GUYSON,14787
GOODFELLOW,14796
LEYBOLD,14800
MERSEN,14804
RMT,14811
IAUTOMATION,129337
MPS,14815
DYNAMIC,14826
TANGOE,14845
SKF,14851
GE INFRASTRUCTURE,14854
CERTOPLAST,14861
MERCURY AIRCRAFT,14867
MEGA ELECTRONICS,14868
VERINT SYSTEMS,14873
INGRAM MICRO,14874
HARVEY VOGEL,14877
THALES E SECURITY,14887
ECI SCREENPRINT,14896
TIMBERCON,14897
WESCO,14905
POSITRONICS INDUSTRIES,14907
NTP SOFTWARE,14920
PYRALUX ADHESIVE,14927
CHEMSULTANTS,14928
CABKA GMBH,14943
LAMART,14944
ANEWCO PRODUCTS,14968
UNIVERSITY PLATING,14991
ARENAS INDUSTRIAL FINISHING,14992
GLORY SCIENCE,15015
HELUKABEL,15018
SONG CHUAN PRECISION,15035
HD MICROSYSTEMS,15037
LEWA,15065
PLASTICOLOR,15079
SOLERAS,15086
QDP,15089
MARUWA,15103
HWASEUNG,15108
RENCO GROUP,15110
ACCURATE,15111
GUMMOON,15112
GRAMMER,15114
GMB KOREA,15115
LIO HO MACHINE,15118
FUYAO GLASS,15120
FISHER DYNAMICS,15121
PATRIARCH,15125
ACTIVE TOOLS,15128
DAE WON,15135
CHENG SHIN RUBBER,15136
LJ/HAH HOLDINGS,15140
BEIJING E-TOWN INTNL,15144
YAZAKI,15146
ANGELL-DEMMEL,15147
HP PELZER,15150
ZHAO'S GROUP,15157
HWASHIN PRECISION,15161
RADIAC ABRASIVES,15165
DAIDO METAL,15170
KYOWA,15172
YOKOHAMA,15175
ISHIKAWA GASKET,15176
AIKOKU ALPHA,15179
HANSHIN ELECTRIC,15180
NIPPON SEIKI,15182
USUI KOKUSAI,15187
DYNAX,15189
DUNLOP GOODYEAR,15193
MITSUBOSHI BELTING,15194
TSUBAKIMOTO CHAIN,15203
NIPPON PISTON RING,15204
YOKOWO,15206
OILES,15207
ISUZU MOTORS,15208
MURO,15210
ADVICS,15211
BANDO,15212
KAYABA,15213
AISIN SEIKI,15221
NTN,15223
HITACHI POWDERED METALS,15231
ARCON,15285
PIVOT POINT,15287
STORAGE TECHNOLOGY,15293
GABRIEL,15300
SHENGWANG AUTO PARTS,15330
MYERS SPRING,15331
TRANSTECH PRECISION,15333
PARAMOUNT STAMPING AND WELDING,15334
CLEVELAND DIE AND MANUFACTURING,15335
FELSS ROTAFORM,15342
RED SPOT PAINT & VARNISH,15348
KYOKUTO BOEKI KAISHA,15353
HYUNDAI HEAVY INDUSTRIES,15369
SANKO,15400
NISSAN TRADING,15401
MG INTERNATIONAL,15403
SUMITOMO HEAVY INDUSTRIES,15405
FIAT SPA,15411
HOYA,15415
IMC,15418
VALE COPPER CLIFF NICKEL,15419
RUBBER TRIM,15420
ROLLED STEEL,15421
CENTER TOOL & MACHINE,15425
SIGIT,15430
ALEGRE,15434
C&H DIE CASTING,15441
BTD MANUFACTURING,15442
AFX INDUSTRIES,15451
AFFINIA,15452
ADELL PLASTICS,15453
TATA STEEL,15458
KEYAH INTERNATIONAL,15460
JMS,15461
ISABELLENHUETTE,15463
SENKO SANGYO,15468
SEMBACH,15469
SANHUA,15472
POLYMER CONCENTRATES,15475
PORITE,15476
PARK ENTERPRISES,15478
NEW YORK WIRE,15480
MJ CELCO,15483
MICROPLASTICS,15485
GRE FOOTHILL,15490
TAURUS,15494
TFC,15495
WAFER WORKS,15508
GLOBITECH,15514
TEGRANT DIVERSIFIED BRANDS,15522
EAST HILL INDUSTRIES,15524
MORGAN THERMAL CERAMICS,15564
LUVATA,15566
E.G.O.,15567
EDS MANUFACTURING,15568
WOORY,15571
WIEGEL TOOL WORKS,15572
P&R FASTENERS,15582
WESTERN DIVERSIFIED PLASTICS,15589
UNIVERSAL METAL PRODUCTS,15597
TRIUMPH MANUFACTURING,15600
TRANSMISSION TECHNOLOGY,15601
TELLA TOOL AND MANUFACTURING,15605
TECSTAR PLASTICS,15606
TAIHO KOGYO,15607
SIGMUND SCHERDEL,15618
SHAWCOR,15624
ROYAL DIE & STAMPING,15635
PTR GROUP,15642
PRETTL,15646
PREMIER CLASSIC,15647
PRECIOUS PLATE,15648
POLARIS,15651
PLYMOUTH YONGLE TAPE,15652
PLASTOMER,15653
WEICHERT RELOCATION,15655
RITTAL,15657
NATIONAL TECHNICAL,15660
HERNIS SCAN,15672
ENDRESS AND HAUSER,15678
ALTRAN SOLUTIONS,15684
AGENCIA ADUANAL ROBERTO UGAR,15688
KPMG,15689
INVISTA,15690
FOREMAN TOOL & MOLD,15695
FAYETTE TOOL & ENGINEERING,15697
EINHORN VERWALTUNGES,15703
CUMMINS,15706
PROGRESSIVE STAMPING,15714
ICAHN,15719
HANWHA,15723
LLINK TECHNOLOGY,15732
ELEC TEC,15733
ALCOM,15734
CARTA,15787
YAMATO,15831
MORGAN ELECTRO CERAMICS,15832
NGK INSULATORS,15833
LEADER INDUSTRIES,15836
ALLEGHENY LUDLUM,15837
NIPPON PAINT,15838
ALLEN ENGINCERING,15841
MOLECU,15845
ADHESIVE RESEARCH,15846
INTERCONNECT TECHNOLOGY,15871
NORTH EASTON MACHINE,15884
SHERCON,15889
KURODA,15904
SPECTAPE,15928
TUCKER,15948
BRADFORD,15953
ADEPT TECHNOLOGY,15955
LAKELAND FINISHING,15956
SFR INDUSTRIES,15976
STEHLIN + HOSTAG AG,15980
CASCADES,15982
PHILLIPS PLATING,16015
ELKEM,16017
MANAR,16021
ALCORTA FORGING,16024
ALTUGLAS,16027
FORMEX,16031
RADICI PLASTICS,16032
OXFORD POLYMERS,16034
MIVRAG,16035
COLOR MASTER,16036
BATESVILLE TOOL & DIE,16038
WOELCO,16041
ANOPLATE,16048
ERASTEEL,16055
GERDAU,16056
PRODUCTION TUBE CUTTING,16062
RB&W MFG. LLC,16063
RING SCREW/ACUMENT,16064
PRO-METCO,16066
KENWAL STEEL,16067
HEIDTMAN STEEL,16068
SNAP ACTION,16091
ERIE PLATING,16098
YARDE,16099
ARMACELL,16107
ELECTRODYNE,16110
CHAUTAUGUA PRECISION MACHING,16111
DYNAMETAL TECHNOLOGIES,16112
KECO ENGINEERING COATINGS,16113
NNR GLOBAL LOGISTICS,16114
TRANSMATIC,16115
WELLS VEHICLE ELECTRONICS,16117
CERAMTEC,16120
FERROLETO STEEL,16122
COILPLUS,16123
ROLLED METAL,16124
ATOTECH,16127
NSK-AKS,16129
WAUCONDA TOOL & ENG,16134
JFE STEEL,16135
CONG TY CO PHAN KIM LOAI CSGT VIET NAM,16160
NISSHA PRINTING,16176
GVS FILTER,16181
STERLING SINTERED,16194
PRECISIONMATICS,16195
HYDRO HONING LABORATORIES,16197
WORTHINGTON,16198
MABUCHI,16224
TANDEM METALS,16233
ELASTOMER,16244
DSG,16245
HEICHE,16250
NUCOR,16251
BRYAN METALS,16252
KYODO YUSHI,16256
KLUBER,16257
JOHNSTOWN WIRE,16266
O&K,16267
NAZDAR,16271
APSM,16275
SPECTRUM,16279
AFTON CHEMICAL,16283
DDH ENTERPRISE,16284
DELPHI CONNECTION SYSTEMS,16291
TOWER METAL,16302
ACE IMPREGNATION,16303
CRW FINISHING,16304
AMROD,16305
FREEPORT MCMORAN,16306
DIE-TECH,16310
AVO CARBON,16317
CRUCIAL,16322
GORDON TERMINAL,16326
RHODIA OPERATIONS,16335
CRAFTSMAN CUTTING DIES,16352
US STEEL RULE DIES,16353
GENERAL PRODUCTS,16360
ADAMANT AMERICA INCORPORATION,16395
CUSTOM RESINS,16398
AMERICAN HEAT TREAT,16400
ASAHI KASEI PLASTICS NORTH AME,16403
US BRASS & COPPER,16404
PRECISION PLATING,16408
FEINTOOL,16410
KOBE STEEL,16416
MICRON MANUFACTURING,16423
STEWART PLATING,16429
DC COATERS,16430
THREE J'S,16431
UNITED PLATING,16435
MS METAL,16437
AMERICAN JEBCO RIVET,16442
ALLIED SINTERINGS,16456
NYLENE,16463
REDSIS,16475
MARUBENI,16485
HELWIG CARBON,16489
SGL CARBON,16490
TWIN RIVERS PAPER,16501
SHELLAB,16504
PROTON,16505
DISTEK,16506
RESTEK,16507
ANTA ELECTRIC,16510
DEXCO,16542
SHINANO KENSHI,16554
W.E.T.,16555
SHIKOKU CABLE,16557
NEUGART,16561
INSTRUMED,16574
AUTOTRONICS,16576
NAKANISHI METAL WORKS,16579
MAZAK CORPORATION,16580
WARD DAVIS ASSOCIATES,16585
AGILITY COMMUNICATIONS,16586
ALCOTEC PRECISION,16590
KANTO CORPORATION,16594
MULTILAYER,16599
CTZNAMRCAN,16605
IONBOND,16608
MYRICOM,16612
HM CRAGG,16613
ELECTRORACK,16614
DESIGN CATAPULT,16615
DECISION ONE,16616
CARCLO,16628
CHART,16630
SHAMROCK TECHNOLOGIES,16649
TALLEY,16655
BENETEC,16656
WINZELER GEAR,16668
PERMAWICK,16678
JORG VOGELSANG,16685
GLACIER GARLOCK BEARINGS,16689
ULTRAFORM INDUSTRIES,16693
ITW GLOBAL AUTOMOTIVE,16694
WEBER SPECIALTIES,16703
FISCHER,16705
WIESAUPLAST,16708
SMK GMBH & CO.,16711
SIAC,16722
TADITEL,16723
KRAH,16740
SANOH,16746
ELTEK,16747
MATRIX METALS,16748
PRECISION RESOURCE,16749
WURTH REVCAR,16750
TOKAI RUBBER,16752
HAERTER,16759
VARIETY DIE,16760
SANDERS,16765
RAYCONNECT,16774
TRICO,16776
KECY,16778
SWOBODA,16779
MGR MOLD,16783
AUTOMOTIVE FASTENERS,16786
PIOLAX,16788
UFE,16789
CHRYSAN INDUSTRIES,16792
AUTOFORM TOOL,16794
KRAMSKI,16799
RITUS,16800
BUSWELL,16804
LH INDUSTRIES,16808
METALLON,16815
ITB,16816
RESINOID ENGINEERING,16825
VS INDUSTRIES,16829
MOLDTECH,16830
K & K STAMPING,16834
FONTANA FASTENERS,16847
PENN FIBRE PLASTICS,16848
ARROW COMPONENTS,16853
MIDWEST MOLD,16855
THREE DIMENSIONAL SERVICES,16857
JO AD INDUSTRIES,16860
MULTICRAFT INTERNATIONAL,16861
ACCU LABEL,16863
MORNSUN,16864
TAMARIND CONSOLIDATED,16892
LEONHARD KURZ STIFTUNG,16899
KOLON INDUSTRIES,16900
GRAHAM PACKAGING,16904
ACON LABORATORIES,16905
ATS LABORATORIES,16906
MARCUS OILS & CHEMICALS,16909
HATCHERY PLANNING,16921
RICO,16928
MILTON ROY,16930
HOGAN FAB,16932
PROTEC THE CAP COMPANY,16938
AMERICAN MSC,16953
ALMIG,16968
NETSTAL,16970
SI GROUP,16979
BELIMED,16982
BORLA,16986
MORCHEM,16994
NISSEI ASB,16997
NIHON PARKERIZING,17001
KULICKE & SOFFA,17020
COSMO,17040
NALCO,17054
EMMA CHEMICALS,17055
HUBER ENGINEERED MATERIALS,17057
CP KELCO,17059
EASTPRINT,17063
COLOR WARE,17065
BAE SYSTEMS,17071
SUMMIT CORPORATION,17076
STAFFORD SPECIAL TOOLS,17079
SEARS,17082
PROGRESSIVE FASTENERS,17086
OUTDOOR VENTURE COMPANY,17090
OUDENSHA,17091
NORGREN,17093
METAL IMPROVEMENT COMPANY,17098
KIONIX,17100
ETCO,17112
ADT SERVICES,17121
LIKOM,17123
CENTENNIAL COATINGS,17133
METAL EXCHANGE CORPORATION,17134
POLI GRATIS,17135
ALLSTAR MAGNETICS,17154
WEBER KNAPP,17172
SSW HOLDING,17173
PLASTIC PRODUCTS,17174
PLASTECH,17175
MENASHA CORPORATION,17176
MAPES & SPROWL,17177
MANSFIELD ENGINEERED COMPONENTS,17178
LATITUDE CORP,17179
JBC TECHNOLOGIES,17180
ILPEA,17181
HETTICH,17182
EVCO PLASTICS,17183
